證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,漲跌幅
9911,櫻花,238994,471,21468941,89.5,90.3,89.1,90.2,0.3,89.90,1,90.20,4,14.93,0.0
9912,偉聯,105730,153,1357871,12.95,13.1,12.7,13.0,0.05,12.75,7,13.00,18,0.0,0.0
9914,美利達,1920828,6553,466075885,244.0,247.5,238.0,238.5,-3.5,238.00,26,238.50,15,46.76,-0.01
9917,中保科,185480,309,27066819,146.5,147.0,145.0,145.5,-1.5,145.00,14,146.00,5,23.47,-0.01
9918,欣天然,34010,45,1408319,42.0,42.0,40.85,41.5,0.5,41.15,1,41.50,2,18.2,0.01
9919,康那香,399866,258,8080024,20.25,20.45,20.05,20.2,-0.1,20.15,4,20.20,9,4.91,-0.0
9921,巨大,1410289,2728,343800160,245.0,245.0,240.5,244.0,2.0,243.50,1,244.00,29,31.32,0.01
9924,福興,191219,181,10419533,54.3,55.1,54.1,54.5,0.5,54.30,3,54.50,2,9.3,0.01
9925,新保,673576,446,27941316,41.4,41.8,41.0,41.8,0.65,41.55,9,41.80,23,17.64,0.02
9926,新海,27102,27,1474247,55.6,55.6,53.6,54.4,0.2,53.90,1,54.80,1,20.61,0.0
9927,泰銘,239923,217,18096662,75.2,75.8,74.9,75.6,0.6,75.50,1,75.60,13,11.05,0.01
9928,中視,88210,66,1733057,19.75,19.9,19.4,19.65,-0.1,19.65,4,19.70,2,44.66,-0.01
9929,秋雨,13200,13,216780,16.6,16.6,16.1,16.5,0.45,16.15,1,16.50,1,0.0,0.03
9930,中聯資源,146422,187,9628711,66.3,66.3,65.1,66.2,1.0,66.00,1,66.20,5,16.23,0.02
9931,欣高,41411,67,1440305,35.1,35.1,34.5,35.1,0.6,35.10,1,35.20,1,16.56,0.02
9933,中鼎,2034918,2087,99777548,49.75,49.75,48.8,48.8,-0.95,48.80,29,48.85,23,18.7,-0.02
9934,成霖,1062892,603,20101864,18.95,19.2,18.75,18.95,0.0,18.90,1,18.95,19,10.47,0.0
9935,慶豐富,3727876,2286,118808217,32.4,33.0,31.35,31.5,0.45,31.50,23,31.55,5,18.31,0.01
9937,全國,38016,32,2494949,65.0,65.8,65.0,65.8,0.6,65.60,1,65.80,5,25.8,0.01
9938,百和,2757407,3202,167583222,62.4,62.5,60.0,60.0,-2.3,60.00,17,60.20,1,16.95,-0.04
9939,宏全,1484826,1321,239958459,162.5,165.0,159.5,161.0,-0.5,160.50,19,161.00,3,16.23,-0.0
9940,信義,809940,692,27002355,32.65,33.8,32.65,33.45,0.6,33.30,1,33.45,40,13.07,0.02
9941,裕融,719223,939,107852528,151.5,151.5,149.0,150.5,-1.0,150.00,6,150.50,41,18.11,-0.01
9941A,裕融甲特,1990,10,102124,51.5,51.5,51.5,51.5,0.0,51.40,4,51.50,61,0.0,0.0
9942,茂順,89980,149,10031612,111.5,112.5,111.0,112.5,1.5,112.00,1,112.50,28,11.09,0.01
9943,好樂迪,69152,88,5619193,81.1,81.4,81.1,81.4,0.2,81.30,6,81.40,5,14.88,0.0
9944,新麗,327566,317,6734826,20.6,20.75,20.15,20.55,-0.2,20.50,2,20.55,3,60.44,-0.01
9945,潤泰新,12946077,7345,621073731,48.25,48.7,47.4,47.75,-0.85,47.75,161,47.80,13,9.83,-0.02
9946,三發地產,867209,621,34523878,40.5,40.5,39.4,39.6,-0.9,39.55,5,39.60,1,53.51,-0.02
9955,佳龍,24816765,12467,983152085,37.95,40.95,37.8,38.75,1.5,38.70,40,38.75,2,0.0,0.04
9958,世紀鋼,6727788,7995,1424948181,211.5,216.5,208.0,209.0,-3.0,209.00,8,209.50,44,27.11,-0.01
